date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:27:05	5545/5545	---MCZ	200	added ('OK')	text/html	date:Fri,%2030%20Sep%202022%2018:58:46%20GMT	https://colorlib.com/etc/lf/Login_v4/index.html	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/index.html	(from )
22:27:06	159/159	---MCZ	200	added ('OK')	text/plain	etag:W/%22633554b4-f6%22	https://colorlib.com/robots.txt		(from )
22:27:06	32038/32038	---MCZ	200	added ('OK')	image/x-icon	etag:W/%2263373c7e-7d26%22	https://colorlib.com/etc/lf/Login_v4/images/icons/favicon.ico	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/images/icons/favicon.ico	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:07	124962/124962	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c85-1e822%22	https://colorlib.com/etc/lf/Login_v4/vendor/bootstrap/css/bootstrap.min.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/vendor/bootstrap/css/bootstrap.min.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:07	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c68-7918%22	https://colorlib.com/etc/lf/Login_v4/fonts/font-awesome-4.7.0/css/font-awesome.min.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/fonts/font-awesome-4.7.0/css/font-awesome.min.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:08	70815/70815	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c75-1149f%22	https://colorlib.com/etc/lf/Login_v4/fonts/iconic/css/material-design-iconic-font.min.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/fonts/iconic/css/material-design-iconic-font.min.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:09	17502/17502	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c80-5d28%22	https://colorlib.com/etc/lf/Login_v4/vendor/animate/animate.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/vendor/animate/animate.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:09	19686/19686	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c89-4ce6%22	https://colorlib.com/etc/lf/Login_v4/vendor/css-hamburgers/hamburgers.min.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/vendor/css-hamburgers/hamburgers.min.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:10	27478/27478	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c81-6b56%22	https://colorlib.com/etc/lf/Login_v4/vendor/animsition/css/animsition.min.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/vendor/animsition/css/animsition.min.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
22:27:10	15196/15196	---MCZ	200	added ('OK')	text/css	etag:W/%2263373c8e-3b5c%22	https://colorlib.com/etc/lf/Login_v4/vendor/select2/select2.min.css	C:/My%20Web%20Sites/loign/colorlib.com/etc/lf/Login_v4/vendor/select2/select2.min.css	(from https://colorlib.com/etc/lf/Login_v4/index.html)
